iddblp;idscholar;id_d;id_s
conf/vldb/LakshmananSS96;0VHtbuWJCQUJ;66844;4694
conf/sigmod/FegarasM95;ZquXPssSY_EJ;65853;4699
conf/sigmod/Kramer97;FZRPzy583jAJ;65584;4707
conf/sigmod/AcharyaFZ97;NDzryNtTyL8J;65505;4717
conf/vldb/PereiraFJLS01;CZTJ00lolvYJ;65508;4722
journals/vldb/KemperK95;5CZ1gTCb5Z4J;66810;4724
conf/sigmod/DeutschFS99;De_3PkxkhzIJ;65334;4755
conf/vldb/KamelF94;ONuqAb6sM3oJ;64523;4798
conf/vldb/AnKR03;Z9dkL1yphh8J;66285;4802
conf/vldb/RothS97;gIFZWp_iCmUJ;65938;4811
conf/vldb/CareyKSSS00;fRo4fx_Q6gIJ;65574;4814
journals/tods/GravanoGT99;a1TYKJbJRREJ;66639;4825
conf/vldb/DarFJST96;cM4adSkCTK0J;66255;4841
conf/vldb/KornSFSP96;VL_cnRotMQcJ;66069;4849
conf/sigmod/BressanGFJHKLMPQSS97;url:http://www.csa.com/partners/viewrecord.php%3Frequester%3Dgs%26collection%3DTRD%26recid%3D0294191CI;65657;4873
conf/vldb/GinisHKMT97;GBVvAWWCTcgJ;65981;4888
conf/vldb/YanL95;BNyeiu2AmWAJ;66244;4908
conf/sigmod/SarawagiTA98;ut4Y99B1094J;65447;4930
journals/sigmod/AndlerHEMBE96;J82SdCmczAcJ;64936;4942
conf/sigmod/ZaharioudakisCLPU00;Pbl_CbLYKWYJ;65051;5001
conf/sigmod/FaginKS03;dOY1djmoy04J;64478;5035
conf/vldb/Chawathe99;1-mxxSvIMB8J;65787;5036
conf/sigmod/FranklinZ98;5Cj9Wx8llkwJ;65373;5045
conf/sigmod/GingrasLSPS97;k6JBnh7YxPYJ;65634;5088
conf/sigmod/Rajaraman99;url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D304246%26type%3Dpdf%26dl%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222;65295;5092
journals/vldb/RamamurthyDS03;uem5wXLoU0wJ;66551;5095
conf/vldb/RamamurthyDS02;uem5wXLoU0wJ;66456;5095
conf/sigmod/NgLHP98;94DIEgTTg_oJ;65387;5099
conf/vldb/JosifovskiR99;rR9r4Kuzq-4J;65706;5106
conf/vldb/BrownMCL94;xfAfu8uJ6NAJ;64402;5117
conf/sigmod/LabioZWGGW97;YWzkq7-TA5MJ;65640;5121
conf/sigmod/Arpaci-DusseauACHP97;aCCAyNhJFtsJ;65557;5134
journals/tods/BellNNS96;pz2VRTdXq1cJ;66531;5149
conf/vldb/PirotteZMY94;8s-SP8sAvQAJ;64515;5156
journals/sigmod/Loeffen94;nSkolxxp1y0J;65189;5177
conf/sigmod/ChoALS03;MAdjH9lCsysJ;64692;5198
conf/vldb/StathatosRB97;ubOeBh7Lk8sJ;65950;5199
conf/sigmod/ZaianeHLCC98;eauaGLr5uCUJ;65484;5214
conf/vldb/KochBG03;mZNcc1O3Nl8J;66351;5226
conf/vldb/ChristodoulakisTZ97;lojHMj5xWEwJ;66127;5256
journals/sigmod/RosenthalSMBTL95;-_FyboGgZkkJ;65141;5270
conf/sigmod/MaheshwariL97;1hXAkApUm3kJ;65561;5302
conf/vldb/Moerkotte98;WIbtPXHpeHoJ;66001;5321
conf/vldb/RiedelGF98;f2N_DxLirWIJ;65827;5326
conf/vldb/MartinC94;Ur6-XAMj3tIJ;64469;5341
journals/sigmod/EisenbergM99a;ne4v3zrmFSQJ;64779;5343
journals/tods/DekhtyarRS01;jZShiF9wrikJ;66586;5347
conf/sigmod/GibbsBT94;sZifEczLuOUJ;65960;5362
conf/vldb/SahuguetA99;pK5bydjeZFIJ;65721;5388
conf/vldb/DiaoF03;Crt1JZ1eEj0J;66345;5392
conf/vldb/AgarwalADGNRS96;E4fU9kpfXQsJ;66868;5404
conf/sigmod/CareyK97;G2RzED0JGvoJ;65551;5406
journals/vldb/ShyyASL96;cZ5JZQyhb1MJ;66773;5409
conf/sigmod/BersonGMJ94;IfRMoLIaeZ0J;66021;5411
conf/vldb/DoR02;-AsVP3NqvlAJ;66512;5450
journals/vldb/KellerB96;XTnTJ3s9yr0J;66775;5472
conf/sigmod/Moore95;uh57sQuxYuIJ;65892;5488
conf/vldb/HoelS95;7KsyQNj74A4J;64308;5494
conf/sigmod/GuptaLM03;iCg06Oc9DV8J;64544;5501
conf/vldb/Ogawa96;my4BalOLmAsJ;66075;5542
conf/vldb/Cabrera03;url:http://wwwdb.informatik.uni-rostock.de/vldb2003/papers/S31P01.pdf;66313;5543
conf/sigmod/BabcockBDM03;RIDEvTXNpaAJ;64488;5562
conf/sigmod/StoltePAG03;9WTNlminW6AJ;64626;5569
journals/sigmod/KoksalAD98;c2UQ3AM5_f8J;64900;5570
conf/vldb/WangYM97;xW3AafG2xKgJ;66132;5580
journals/sigmod/ShethM02;B_axrPz8j5EJ;66861;5584
conf/sigmod/MaheshwariL97;VcVAYDLTty8J;65561;5602
journals/vldb/FerrariAABC02;74D4YiDcxfcJ;66714;5620
conf/sigmod/PapadiasTFS03;MkRJhOROQjsJ;64584;5621
journals/sigmod/BestavrosLS96;RalvsjDuKzsJ;64915;5652
conf/vldb/MengLYWCR98;EcpPzbn2EaIJ;65882;5656
journals/tods/FukudaMMT01;QdPN-QtgceAJ;66598;5664
conf/sigmod/Kleissner95;DB8lVC2D9fcJ;65833;5703
conf/sigmod/BrinkhoffKSS94;qk4kfo7BXvUJ;66034;5707
conf/sigmod/LiuPBHPT00;q_o5zij9nCEJ;65067;5717
conf/vldb/PedersenJD99;a36_v9H699oJ;65737;5721
journals/sigmod/GruenwaldBDGSSV99;ihljCMaS2UsJ;64732;5741
conf/vldb/CiacciaPZ97;q-qZWa6vF7EJ;66175;5776
journals/vldb/NgS98;I6aKO-jLBmgJ;66652;5780
conf/sigmod/CareyFZ94;xuE2g4v2AjYJ;65976;5782
conf/vldb/PereiraFLS00;GzZSEeVoAiUJ;65579;5801
conf/vldb/NgH94;AJ7Qj_bt0ZoJ;64341;5843
conf/vldb/BerchtoldKK96;KLzrIupmRloJ;66096;5874
journals/vldb/BarbaraI95;7N0H3ra1FFsJ;66799;5884
conf/sigmod/BarbaraI94;7N0H3ra1FFsJ;66016;5884
journals/sigmod/BernsteinHP00;oHXkI3GgweIJ;64625;5890
conf/vldb/FangSGMU98;z5tz9vybRmIJ;65911;5894
conf/sigmod/BlottRS96;Fz7LXJ1UckkJ;65788;5901
conf/sigmod/Sarawagi00;-cYYeoF2GwMJ;65184;5935
conf/vldb/JohnsonS94;1TMemq4kM3YJ;64358;5953
conf/sigmod/ChaudhuriMN99;clNmwzm-5acJ;65265;5988
journals/vldb/AtzeniM00;url:http://www.springerlink.com/index/0YKCKU5LKG6G102T.pdf;66665;6007
conf/vldb/DongHLPW01;HWylSJiWUsgJ;65309;6019
journals/sigmod/AnyanwuS02;LoDGuFLlvsAJ;64379;6023
conf/vldb/HammelP02;SU2XS1MVb40J;66510;6028
conf/vldb/MarianS03;Bv5AM_5dziMJ;66341;6036
conf/sigmod/Bonnet02;bqyt1789jJ8J;64729;6047
conf/vldb/GalhardasFSSS01;otGW0G5B6AYJ;65409;6053
conf/sigmod/ForlizziGNS00;jW1JUC-AQXoJ;65064;6057
journals/sigmod/BunemanLSTW94;GruVHotOoPQJ;65274;6083
conf/vldb/MiloZ98;a7XtgKiAJFMJ;65847;6095
conf/vldb/SeshadriLR97;sw-iP0i7y6cJ;66137;6101
journals/sigmod/Lomet98;xLM0YVcccUgJ;64855;6130
conf/sigmod/HoAMS97;LWXzOXyOy24J;65569;6149
conf/sigmod/MarklL02;b7IXEwTLIHAJ;64832;6171
conf/sigmod/CranorGJSS02;Up9QQITiHzAJ;64733;6188
conf/sigmod/FreireHRRS02;1p-q7eofLWIJ;64789;6192
journals/tods/PolyzoisG94;LoL0Yu6h4VAJ;66574;6216
conf/sigmod/DuSD95;Vl7gY6FsOOYJ;65870;6235
journals/vldb/RahmB01;nXi88wdaXIkJ;66756;6250
conf/vldb/SchaeferBBJ00;url:http://portal.acm.org/citation.cfm%3Fid%3D645926.671845;65672;6260
conf/sigmod/BrinMS97;Innqdf1794AJ;65596;6261
conf/sigmod/SrikantA96;o8sObeHIA40J;65705;6262
conf/sigmod/ShahC01;2wGOv6yh4yIJ;64921;6269
conf/vldb/CeriFP99;L1xeH5yC0fgJ;65742;6276
conf/vldb/RossS97;mrH-8zANwLwJ;65934;6282
journals/tods/Chen95;1px2xYEVMzwJ;66515;6289
conf/sigmod/NguyenACP01;A57h1N3H3pgJ;65033;6302
conf/sigmod/SaltenisJLL00;a7v0bHRrpjMJ;65113;6329
conf/sigmod/Ramakrishnan00;aHpKrjJEJk4J;65136;6336
conf/sigmod/GillmannWW02;Pbjz4-UPrZ8J;64799;6352
journals/tods/GhandeharizadehHJ96;url:http://www.csa.com/partners/viewrecord.php%3Frequester%3Dgs%26collection%3DTRD%26recid%3D0252444CI;66534;6354
conf/vldb/WienerN95;Y1lEnVPl6d8J;64320;6383
conf/sigmod/ChenJDTW00;fg5EE6R7xYwJ;65110;6388
conf/vldb/GravanoG95;DNh5uw1WWUEJ;66199;6402
conf/sigmod/DogacAEOADAOS94;gt_wY6mYF_kJ;66116;6411
conf/sigmod/TatarinovIHW01;YiEpyN4HDEsJ;64934;6414
conf/sigmod/DogacAEOADAOS94;zf5eI7As5kAJ;66116;57652
conf/sigmod/SaltenisJLL00;tuMjUVnPdXAJ;65113;57655
conf/sigmod/NaumanS98;url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D276369%26type%3Dpdf%26dl%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222;65382;6430
journals/tods/MayL02;ky-2yjNGtW8J;65196;6432
journals/sigmod/BusslerFM02;MkHxLPaNdqoJ;66871;6442
journals/sigmod/ClementiniF00;9_GTdteKEYsJ;64570;6456
conf/sigmod/GangulyGMS96;05ZgvGyhSC0J;65733;6471
journals/vldb/BonczK99;ATjnxh8X_f0J;66643;6474
conf/sigmod/ZadorozhnyRVUB02;xmE1380_4E4J;64662;6483
conf/sigmod/QuassWGHLMNRRAUW96;oB7qYK3HKiEJ;65755;6489
journals/tods/Hellerstein98;q8m4M7OxSSAJ;66621;6498
conf/sigmod/BrunoKS02;GahdNMZNCWgJ;64806;6516
conf/sigmod/RaoR00;wp2_GObi-XkJ;65147;6519
conf/sigmod/MamoulisP99;RusJdYPDgQ4J;65230;6523
conf/sigmod/JagatheesanR03;fobv5DPqKUcJ;64556;6554
conf/sigmod/BrodskySCE99;_cUSf4sG_28J;65315;6563
conf/sigmod/ONeilQ97;5iolWs79wEEJ;65565;6620
conf/vldb/JagadishMN99;RPWDtUmq6_QJ;65734;6629
conf/sigmod/TrisoliniLN99;cFMtMf7bLzIJ;65246;6641
conf/sigmod/AdyaGLM95;FlE1JdgElGQJ;65741;6650
journals/sigmod/Snodgrass02b;KENWBobILMwJ;66855;6667
conf/vldb/ChanFFGR02;ZFI7XBuonJAJ;66396;6668
conf/vldb/Schek00;yMjJam38N8sJ;65576;6676
journals/sigmod/BernsteinBCDFGGHHJLMNPSU98;Syu5W-3uFFAJ;64652;6685
conf/vldb/AnciauxBBPV01;PFEvlg2DiMkJ;65493;6696
journals/sigmod/Aberer01a;url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D604274%26type%3Dpdf%26dl%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222;64470;6707
conf/sigmod/HarinarayanRU96;sLvivSi__BcJ;65797;6715
conf/vldb/DonjerkovicR99;4U31XD8P478J;65699;6718
conf/vldb/IshikawaSF98;V3c_ivUAs34J;65863;6727
journals/sigmod/ArenasKKKMM03;biVrK7MrU4QJ;66205;6744
conf/vldb/BeneventanoBCCGMMV00;4AcfxYXwZnIJ;65589;6747
conf/vldb/GarofalakisG01;PIhBWXtNTvUJ;66435;6748
journals/vldb/KrivokapicKG99;VGodNh5ztPkJ;66649;6760
journals/sigmod/NorrieBSW94;q6YVJJgD1uQJ;65191;6782
conf/vldb/GionisIM99;a1_mvYBrjyAJ;65684;6799
conf/sigmod/HellersteinA00;VlRO0WwUy3wJ;65058;6802
conf/sigmod/FernandezFKLS98;i5coyXNfHCkJ;65357;6812
conf/vldb/PapadiasT01;JtQbB9D7zkwJ;65515;6825
conf/vldb/DingGS00;JxQZ0YrY-DAJ;65424;6844
journals/sigmod/Barbara01;U8tEHzJ2Xj0J;64475;6859
journals/sigmod/LiefkeS00;N0eowMtIAukJ;64551;6876
conf/sigmod/AcharyaAFZ95;_-yXA5HLnqoJ;65804;6882
conf/sigmod/WangZS95;QHrpE-XaLoMJ;65949;6889
conf/sigmod/Sahuguet01;1psqlswyLR0J;64986;6899
conf/vldb/BergerBSW03;kADCX48-o5IJ;66306;6923
journals/sigmod/ONeilG95;YNkY3rC_4zQJ;65134;6938
journals/vldb/GutingS95;rjQa8odFpMwJ;66814;6960
journals/vldb/ScheuermannWZ98;Q_JRmsXFEM4J;66703;6967
conf/sigmod/OzdenRSS96;-NqtWdEMQkgJ;65621;6977
conf/vldb/ShethKMWDLPLS96;tKPVyvxSJA8J;66848;6983
conf/sigmod/ShanmugasundaramNSR99;eQjFv7QxsQQJ;65222;6990
conf/vldb/GottlobKP02;lmLjPf_m6jwJ;66454;7021
journals/sigmod/PalpanasPKG03;url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D959074%26type%3Dpdf%26dl%3DGUIDE%26dl%3Dacm%26CFID%3D11111111%26CFTOKEN%3D2222222;66139;7034
conf/sigmod/LakshmananPZ03;-EMZt7FrF4QJ;64526;7042
journals/sigmod/TsotrasK96;url:http://www.springerlink.com/index/MG76EHFRC3CMWL1X.pdf;64954;7050
conf/sigmod/KalnisNOPT02;ipAB8UMS7QkJ;64668;7053
conf/vldb/MeoPC96;p2pzLkGmO9wJ;66077;7055
conf/sigmod/HanKK97;MqdtZ_cUxDEJ;65555;7075
conf/sigmod/GarofalakisGRSS00;Kw_1o5V8Ot4J;65130;7076
conf/vldb/Leymann03;url:http://www.vldb.org/conf/2003/papers/S32P01.pdf;66312;7081
journals/sigmod/Ahlberg96;4bBje8qkHVgJ;65018;7083
conf/sigmod/DraperHW01;6csUZFROjIEJ;64953;7084
conf/vldb/StaudtJ96;que4v9cvspwJ;66092;7099
journals/tods/FraternaliT95;AH97X6QvKJ0J;66529;7103
journals/sigmod/Seshadri98;N9NdxNRvMMkJ;64881;7104
journals/sigmod/WestmannKHM00;Cm209Vuk17cJ;64566;7110
conf/sigmod/Dyreson03;UIDFB3gRjlUJ;64640;7124
conf/vldb/GravanoG95;2nMktwioqOYJ;66199;7129
conf/sigmod/ForlizziGNS00;llVBkO6kYZoJ;65064;7158
conf/sigmod/NguyenS96;C10wtQwCym8J;65719;7170
conf/sigmod/RaoZML02;c2PgXbSSAFcJ;64755;7186
conf/vldb/DongHLPW01;eOTkoLDux4wJ;65309;7206
conf/vldb/OoiGT98;LJdSx1Di81MJ;65899;7214
conf/sigmod/HellersteinA00;-GYSZmXrx-UJ;65058;7216
journals/sigmod/Qian96;NiswbODuzhAJ;64969;7227
conf/sigmod/Freeston95;Fr8CPbK-IFIJ;65739;7230
conf/sigmod/BreunigKNS00;KILdAgEb2OsJ;65120;7267
conf/vldb/LuoNEW03;8n1UIzMm4VMJ;66371;7272
conf/sigmod/HernandezS95;KJyo5lhO_vAJ;65864;7275
conf/vldb/BaralisW94;q-td2YANr18J;64362;7281
conf/vldb/AilamakiDHW99;4bTXoodYyHMJ;65781;7292
conf/vldb/Dayal99;url:http://portal.acm.org/citation.cfm%3Fid%3D645925.671502;65871;7299
conf/sigmod/FernandezFKLS98;fNDX0gaFmB0J;65357;7308
journals/sigmod/FowlerPNB99;2cbB8em2uAIJ;64723;7314
journals/tods/CliffordDIJS97;rGfhB3UE5mYJ;66543;7360
journals/tods/LechtenborgerV03;94m93uP4GM4J;65220;7362
journals/sigmod/JainH94;iQMUP3fkvo4J;65072;7370
conf/sigmod/SeshadriLR94;cL_OKIQDvmQJ;66046;7380
conf/sigmod/Cattell94;QgR0DgMbdgIJ;66080;7392
conf/vldb/BelussiF95;C-Hz6btw11gJ;66247;7396
conf/sigmod/LeeKOTM00;C8RLbWKCgicJ;65106;7403
conf/vldb/PellenkoftLK97;mCU3zHcPfCsJ;66170;7425
conf/vldb/Fecteau95;LhjvKpDcJKUJ;64392;7430
conf/sigmod/Kennamer98;url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D276373%26type%3Dpdf%26dl%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222;65534;7465
conf/sigmod/FaloutsosL95;dRjSn10qk9wJ;65808;7483
conf/sigmod/Hellerstein94;r4adn1YKOFIJ;66048;7496
conf/sigmod/GriffinL95;nXT3j4XaZxIJ;65880;7497
conf/sigmod/KanthAS98;eTqBO4EcCNIJ;65405;7508
journals/sigmod/Bohlen95;WnwPjh0a0twJ;65109;7512
conf/sigmod/KotidisR98;CpHJwU8o-BkJ;65403;7516
journals/sigmod/LeeF01;llGIoKCzsiYJ;64477;7521
journals/vldb/BraumandlKKKKSS01;dURGvGhlWbsJ;66741;7525
journals/sigmod/SilberschatzSU96;soiN2U4tXykJ;64940;7528
conf/vldb/Schnase00;OdaRU442nm0J;65559;7530
journals/vldb/Bertino94;ylP7n4GU-DQJ;66829;7531
journals/vldb/TenienteO95;Y7ICKU_J4WsJ;66811;7536
conf/sigmod/RundensteinerKZWLLN99;2XRfNjwuDrsJ;65231;7537
journals/sigmod/UrbanDG96;url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D381892%26type%3Dpdf%26dl%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222;64963;7550
journals/sigmod/Hampapur99;I-r1LE1najAJ;64715;7554
journals/sigmod/YaoG02;M7PRDh2-0EIJ;64335;7558
conf/vldb/Mohan96;wYwNJy4GsEYJ;66106;7562
conf/vldb/BargaP95;uMcOOFSnvRMJ;66237;7565
conf/vldb/Gentili01;2j1dalv3kCEJ;65545;7576
journals/sigmod/SilberschatzZ97;7ne6Kriy0mEJ;64826;7583
journals/vldb/DoanMDDH03;InzqepkG0W8J;66559;7598
conf/sigmod/CareyCNVDRSM99;W6ROObWo3bIJ;65349;7602
conf/sigmod/AdaliCPS96;_CkpzhLiR30J;65688;7607
conf/sigmod/HellersteinW02;url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D564788%26type%3Dpdf%26dl%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222;64731;7629
conf/vldb/GuptaM96;I0Kfdt6sh0gJ;66210;7655
conf/sigmod/RafieiM97;otOkT3t9kUQJ;65591;7678
conf/vldb/ShiSZ03;-OjqoDQTIxMJ;66359;7700
journals/sigmod/JenningsNF98;vgi1l8lbDcsJ;64673;7722
conf/sigmod/GravanoCGP97;yfb8p_tlSlsJ;65554;7730
journals/vldb/RamamohanaraoH94;UiWvxN_y9SAJ;66830;7731
conf/vldb/AgrawalLSS95;C0bXQSqGnF4J;66230;7746
conf/vldb/AgrawalS94;2Z_X3zsf4CoJ;64364;7783
conf/sigmod/PolyzotisG02;FK5GEhwW7uQJ;64808;7799
conf/vldb/SeidlK97;HAG0kCjBu4EJ;65975;7808
conf/vldb/YuPM03;sP3bZMqHmZsJ;66349;7809
conf/sigmod/AdaliBSS98;YQ90BYSVqbsJ;65356;7821
conf/vldb/Galindo-LegariaPK94;47fE4F2kahEJ;64338;7824
conf/vldb/AgrawalS94;P0age7qyZacJ;64364;7844
conf/sigmod/RundensteinerKRCJM96;38HoFGLnxkQJ;65747;7884
journals/sigmod/SnodgrassAABCDEGJKKKLLRSSS94;h1zPIDDnNxEJ;65188;7886
conf/vldb/GehrkeRG98;hobnzQKRlK4J;65999;7894
conf/sigmod/Agarwal96;Fd0jPlSwFWcJ;65731;7904
conf/sigmod/BunemanDHS96;eB6xi8_wg3QJ;65717;7905
journals/sigmod/AtzeniMM97;Mb78Vc7skzMJ;64782;7908
journals/vldb/TsatalosSI96;zt5Ck1PrGf0J;66770;7934
conf/vldb/TsatalosSI94;zt5Ck1PrGf0J;64493;7934
journals/sigmod/FrewD97;5jMT1PENhSIJ;64841;7944
conf/sigmod/LabioWGG00;EhR3fz7f7vcJ;65026;7950
conf/vldb/ChoN02;GzOK_PJlOwQJ;66504;7963
conf/vldb/AtzeniMM97;GOMaqU-ZlTIJ;66121;7976
conf/sigmod/BaruGLMPVC99;arQIThq-W4gJ;65390;7992
conf/vldb/CochranePM96;NRLEnDsPlOkJ;66852;8002
conf/sigmod/SismanisDRK02;Y21HA44xuQ4J;64759;8015
conf/sigmod/Mohan94;Ft1YZIFfu0cJ;65998;8016
conf/vldb/DayalHL01;XuhtK-DsK6gJ;66448;8017
journals/sigmod/GuptaHR97;YSgaDQ95dfEJ;64810;8018
journals/sigmod/MedeirosP94;tnHDLJxMoQcJ;65272;8030
conf/vldb/Levy96;G7CJNSIBp10J;66260;8050
journals/sigmod/JensenCEGHJ94;uncXRzIdSjYJ;65260;8055
conf/sigmod/MeccaAMMS98;J-7xdqqW5RwJ;65531;8071
conf/sigmod/AgichteinGV01;z8s4kW1y7LMJ;64939;8075
journals/sigmod/ShethBS99;uTsHgv9-zdUJ;64685;8097
conf/vldb/Galindo-LegariaPK94;R4fJ14rUjAAJ;64338;8108
journals/sigmod/Mani03;FgLCpqaf8C8J;66146;8110
conf/vldb/GoldmanSVG98;4qYPBQ1l07YJ;65823;8131
journals/sigmod/SantucciT96;url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D245898%26type%3Dpdf%26dl%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222;65014;8132
conf/vldb/NgH94;9S2apUr1vPMJ;64341;8152
conf/vldb/ManolopoulosT01;hr5OGCJqc2MJ;65416;8166
journals/sigmod/Cardelli01;UYAoi4DYOXUJ;64472;8176
conf/sigmod/CareyDFHMNSSTTWZ94;dP-pHDZ7oawJ;66041;8226
conf/sigmod/ONeilQ97;tK0HTC7qEmcJ;65565;8238
journals/tods/BertinoBFS98;5Zpm_QmAfv4J;66631;8256
conf/vldb/LimWPVP02;9kl_hTyQtmQJ;66495;8258
journals/sigmod/EisenbergM98;-RAYAJbKLNUJ;64868;8266
conf/vldb/BerckenS01;BJ8i-uzFQi4J;65406;8311
conf/sigmod/LometT99;JvZ9JWtn72QJ;65283;8340
journals/sigmod/BarclayBGS94;v1aol6mmLdMJ;65255;8346
conf/sigmod/SarawagiTA98;kT7z4mcwLrYJ;65447;8380
conf/vldb/BaulierBKS98;dNK16sHm9eUJ;65807;8381
conf/sigmod/Spiro98;u4ZAi-DRoHkJ;65516;8400
conf/vldb/MarronL01;MiMYGwqrGY8J;65535;8436
conf/vldb/RossS97;-rTWS2erFQcJ;65934;8444
conf/sigmod/ZhouWGGZWXYF03;AwFxLUGiceUJ;64695;8454
conf/vldb/ChienVZTZ02;uUmeAkW_FFUJ;66485;8468
journals/tods/FukudaMMT01;sOBRaiLLvZgJ;66598;8470
conf/sigmod/FukudaMMT96;sOBRaiLLvZgJ;65704;8470
conf/sigmod/ParkKKLPC98;F8CacVSkztEJ;65490;8482
conf/sigmod/LivnyRBCDLMW97a;vshQbbpnQiUJ;65588;8520
journals/sigmod/ChaudhuriD97;P-TOW5Z1snMJ;64833;8523
conf/vldb/AgrawalLSS95;HugNLG7z-Z4J;66230;8527
conf/vldb/Guting94;584tvD8f6AAJ;64351;8564
conf/sigmod/KiepuszewskiMO98;909hLNR8130J;65497;8700
conf/vldb/ChenJLP03;BGcx_nZKM4wJ;66343;8716
conf/sigmod/WangPFY03;C8tFxD-_W10J;64533;8721
conf/vldb/KamelF94;3IaFojiICIoJ;64523;8736
conf/sigmod/OhHP00;cFpgCsBTSBEJ;65037;8746
conf/vldb/Dyreson96;AfM_N94rVD0J;66873;8771
journals/vldb/LinJF94;vmxFQL7lhKoJ;66825;8809
journals/tods/FormicaGM98;PtcmzsfKYrsJ;66620;8823
conf/sigmod/NgLHP98;qOiru8Q7FbIJ;65387;8826
conf/sigmod/AmbiteABKMMMPT98;iE-UE2bDGZ8J;65454;8832
conf/vldb/KemmeA00;MoiF5MYTIrYJ;65464;8834
conf/vldb/KriegelPS00;DOOggMfdGYoJ;65617;8855
conf/vldb/AgrawalS94;E7cKUUkwc1kJ;64364;8871
conf/sigmod/Mohan96;M4G18MfKn2oJ;65762;8896
conf/sigmod/TsurUACMNR98;Css8RIPajcoJ;65481;8943
journals/sigmod/ChristoffelPSL98;MNvk8SChYf0J;64655;9005
journals/vldb/DerrMP94;SZbsK5kMevAJ;66817;9019
conf/vldb/AlonsoHST97;iRJV85kKVgwJ;65982;9049
conf/vldb/DavisonG94;fN8wW3Y4FJkJ;64500;9056
conf/sigmod/TomasicABKNR97;_fF5I-bkUSQJ;65627;9061
journals/sigmod/FowlerPNB99;Mo-tkboGfcoJ;64723;9082
conf/sigmod/ImielinskiVB94;7qv9IC8F_WQJ;65968;9093
journals/vldb/ChakrabartiRS03;idfox84uNHUJ;66549;9094
conf/vldb/ChakrabartiRS02;idfox84uNHUJ;66457;9094
conf/vldb/SistlaYH94;QWD1EGMbTQYJ;64510;9100
conf/sigmod/NestorovAM98;5icRoG_Vmc0J;65415;9102
journals/sigmod/BunemanRU97;V6CmNS2__nUJ;64982;9111
conf/sigmod/BressanGFJHKLMPQSS97;_1drQdYrtmsJ;65657;9122
journals/sigmod/FrankGGJKLMNPSSSTW99;ixz5LdVw9_8J;64754;9142
conf/sigmod/LabioZWGGW97;Hxnlcwm_RhMJ;65640;9167
conf/sigmod/YanMHF01;w54gl9nDfcoJ;64891;9184
conf/sigmod/LometW98;F2ecYx97F2sJ;65369;9196
conf/vldb/NatsevCSLV01;e6dXyX0MKEIJ;65321;9207
conf/vldb/AbiteboulBMMW02;0MJZbBBMixgJ;66441;9232
journals/tods/AndriesCPB01;6gK7k-OqgEUJ;66600;9256
conf/vldb/MillinerBP95;kYl-9cV8gloJ;66229;9269
conf/sigmod/Arpaci-DusseauACHP97;OaNzji_-7tsJ;65557;9283
conf/sigmod/Stonebraker03;_CGWFOx5yt0J;64589;9293
journals/sigmod/ACT-NET96;RzsJoG-0KaIJ;64909;9294
conf/vldb/LevyMS94;oHdZmd_4AaAJ;64404;9301
conf/sigmod/ColeG94;Lg8yEjB8jmAJ;66013;9353
journals/vldb/Guting94;url:http://www.springerlink.com/index/P4Q0445827654287.pdf;66239;9312
conf/sigmod/GuhaRS98;YCjIP8n8UnMJ;65400;9323
conf/sigmod/Amer-YahiaFSX03;fm69LHjS4T0J;64701;9344
journals/sigmod/Qian95a;url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D212022%26type%3Dpdf%26dl%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222;65053;9360
conf/vldb/AgrawalS94;vT6v9qSkI2UJ;64364;9396
conf/vldb/ShahDR03;FR1h4tU9FosJ;66337;9399
journals/vldb/NybergBCGL95;A1phylxPkl4J;66800;9403
journals/vldb/VerykiosME03;khdP4spNnPoJ;66725;9405
journals/sigmod/HanBP01;FT5pSUb-uTYJ;64398;9415
conf/vldb/CareyK98;MCuFKbwcWIIJ;65838;9416
conf/vldb/RamanH01;YX1NHLqXfbkJ;65313;9424
conf/vldb/KahveciS01;bYV1jynEEO8J;65412;9428
journals/vldb/KellerB96;Y5-Iqr5NcY8J;66775;9451
conf/sigmod/FegarasM95;MHubEDlndWYJ;65853;9468
